Wall time,Step,Value
1709348911.6069,0,0.38989999890327454
1709349085.6409502,1,0.48590001463890076
1709349259.7859197,2,0.5625
1709349433.9364738,3,0.6110000014305115
1709349608.0642881,4,0.6492999792098999
1709349782.2036242,5,0.6664000153541565
1709349956.294076,6,0.6984000205993652
1709350130.424649,7,0.713699996471405
1709350304.5226176,8,0.7565000057220459
1709350478.8048732,9,0.7580999732017517
1709350652.8740194,10,0.7858999967575073
1709350827.0157819,11,0.7818999886512756
1709351001.5489247,12,0.8058000206947327
1709351175.8687801,13,0.8090000152587891
1709351350.0650668,14,0.8179000020027161
1709351524.2455528,15,0.8273000121116638
1709351698.411141,16,0.8281999826431274
1709351872.6173594,17,0.8134999871253967
1709352046.729236,18,0.8323000073432922
1709352220.441602,19,0.8410999774932861
1709352394.1377475,20,0.8406000137329102
1709352567.783175,21,0.84170001745224
1709352741.3996985,22,0.849399983882904
1709352915.0685358,23,0.84579998254776
1709353088.7432556,24,0.8555999994277954
1709353262.4108202,25,0.8501999974250793
1709353436.0502837,26,0.854200005531311
1709353609.7138588,27,0.8647000193595886
1709353783.6013896,28,0.8586999773979187
1709353957.7475076,29,0.8665000200271606
1709354131.469666,30,0.8677999973297119
1709354305.0911262,31,0.8694000244140625
1709354479.0463011,32,0.8593999743461609
1709354653.0701485,33,0.8695999979972839
1709354827.0772603,34,0.8705000281333923
1709355001.0636442,35,0.8704000115394592
1709355175.012501,36,0.8673999905586243
1709355348.6215892,37,0.8795999884605408
1709355522.4003778,38,0.8677999973297119
1709355696.4045157,39,0.8723999857902527
1709355870.3718581,40,0.8762000203132629
1709356044.302632,41,0.8766999840736389
1709356218.415718,42,0.8747000098228455
1709356392.6722357,43,0.8812000155448914
1709356566.8763475,44,0.8792999982833862
1709356741.0097837,45,0.8723999857902527
1709356915.073689,46,0.8748000264167786
1709357089.1594586,47,0.8804000020027161
1709357263.3110235,48,0.8799999952316284
1709357437.4647245,49,0.8704000115394592
1709357611.5324829,50,0.8790000081062317
1709357785.5951133,51,0.8826000094413757
1709357959.453716,52,0.8844000101089478
1709358133.5231118,53,0.8863000273704529
1709358307.5673568,54,0.8848999738693237
1709358481.6177835,55,0.8824999928474426
1709358655.7130775,56,0.8881000280380249
1709358829.7581391,57,0.886900007724762
1709359003.8137157,58,0.8858000040054321
1709359177.7398286,59,0.8851000070571899
1709359351.6301556,60,0.8858000040054321
1709359525.972598,61,0.8895999789237976
1709359700.2564504,62,0.8855999708175659
1709359874.4510167,63,0.8870000243186951
1709360048.715101,64,0.8833000063896179
1709360222.879851,65,0.8906999826431274
1709360396.9624853,66,0.8901000022888184
1709360571.0013132,67,0.8921999931335449
1709360745.0651212,68,0.8938999772071838
1709360919.0467885,69,0.8895999789237976
1709361093.0314035,70,0.886900007724762
1709361267.0123196,71,0.8880000114440918
1709361440.9795837,72,0.8920000195503235
1709361614.9709144,73,0.8892999887466431
1709361788.9486542,74,0.8920999765396118
1709361962.9259052,75,0.8932999968528748
1709362136.9227095,76,0.8963000178337097
1709362310.8240168,77,0.8925999999046326
1709362484.6229146,78,0.8930000066757202
1709362658.2725394,79,0.8967000246047974
1709362831.9156923,80,0.891700029373169
1709363005.5060222,81,0.8898000121116638
1709363179.1792617,82,0.895799994468689
1709363353.2163048,83,0.8938000202178955
1709363527.1657307,84,0.8935999870300293
1709363700.9089186,85,0.8944000005722046
1709363874.5661845,86,0.8878999948501587
1709364048.230499,87,0.8942000269889832
1709364221.8801727,88,0.8939999938011169
1709364395.5117257,89,0.8984000086784363
1709364569.1433866,90,0.8986999988555908
1709364742.7512662,91,0.8967000246047974
1709364916.3346941,92,0.8935999870300293
1709365089.9237232,93,0.8960000276565552
1709365263.5142488,94,0.897599995136261
1709365437.058738,95,0.8939999938011169
1709365610.5987937,96,0.8984000086784363
1709365784.095846,97,0.8999000191688538
1709365957.5492554,98,0.8995000123977661
1709366130.9954906,99,0.9016000032424927
1709366304.4236095,100,0.8960999846458435
1709366477.8510084,101,0.9003000259399414
1709366651.2964008,102,0.8899000287055969
1709366825.06293,103,0.9027000069618225
1709366998.8547535,104,0.8982999920845032
1709367172.5732448,105,0.8980000019073486
1709367346.197986,106,0.9013000130653381
1709367519.741214,107,0.8995000123977661
1709367693.301109,108,0.902400016784668
1709367866.9745364,109,0.896399974822998
1709368040.658659,110,0.8978000283241272
1709368214.2012017,111,0.9014000296592712
1709368387.7684298,112,0.8996000289916992
1709368561.3149366,113,0.8978000283241272
1709368734.826097,114,0.9014999866485596
1709368908.3164103,115,0.9021000266075134
1709369081.8141515,116,0.9016000032424927
1709369255.2771838,117,0.8981000185012817
1709369428.753603,118,0.9000999927520752
1709369602.1910882,119,0.900600016117096
1709369775.6498706,120,0.9018999934196472
1709369949.0763464,121,0.902999997138977
1709370122.5166209,122,0.901199996471405
1709370295.9375076,123,0.9009000062942505
1709370469.3647838,124,0.9024999737739563
1709370642.772701,125,0.9020000100135803
1709370816.131171,126,0.9024999737739563
1709370989.533362,127,0.9017000198364258
1709371163.2729502,128,0.9045000076293945
1709371337.0524933,129,0.9006999731063843
1709371510.7754574,130,0.9010999798774719
1709371684.5151134,131,0.9020000100135803
1709371858.1981156,132,0.9049000144004822
1709372031.852443,133,0.9053000211715698
1709372205.5284941,134,0.9032999873161316
1709372379.2985823,135,0.9014000296592712
1709372552.8905404,136,0.9049000144004822
1709372726.4170547,137,0.9059000015258789
1709372899.9322526,138,0.9027000069618225
1709373073.4366176,139,0.9039000272750854
1709373247.1299734,140,0.9046000242233276
1709373421.170312,141,0.9053999781608582
1709373594.914387,142,0.9039999842643738
1709373768.5916898,143,0.9049000144004822
1709373942.1783395,144,0.9020000100135803
1709374115.740809,145,0.9065999984741211
1709374289.299351,146,0.9057000279426575
1709374462.9910305,147,0.9067999720573425
1709374636.6775565,148,0.9075999855995178
1709374810.328128,149,0.9057999849319458
1709374984.0093615,150,0.9093000292778015
1709375158.0150204,151,0.9056000113487244
1709375331.9493802,152,0.9074000120162964
1709375505.5473928,153,0.9060999751091003
1709375679.3729475,154,0.906000018119812
1709375853.3155084,155,0.9077000021934509
1709376027.2139359,156,0.9054999947547913
1709376200.8104525,157,0.9060999751091003
1709376374.7547395,158,0.9072999954223633
1709376548.6575654,159,0.9071999788284302
1709376722.6789322,160,0.9054999947547913
1709376896.3387063,161,0.9074000120162964
1709377070.2131183,162,0.9068999886512756
1709377244.1175184,163,0.9082000255584717
1709377418.012421,164,0.906000018119812
1709377591.872276,165,0.9093000292778015
1709377765.7551122,166,0.9093999862670898
1709377939.635672,167,0.9075000286102295
1709378113.2314026,168,0.9079999923706055
1709378286.7068164,169,0.9068999886512756
1709378460.156472,170,0.9079999923706055
1709378633.6533751,171,0.9101999998092651
1709378807.5881133,172,0.9067999720573425
1709378981.4421842,173,0.9074000120162964
1709379155.1863093,174,0.9088000059127808
1709379328.7316265,175,0.9085000157356262
1709379502.4627728,176,0.9085999727249146
1709379676.3575532,177,0.9100000262260437
1709379850.2304873,178,0.9099000096321106
1709380024.0702705,179,0.9077000021934509
1709380197.8542438,180,0.9085000157356262
1709380371.6491086,181,0.9079999923706055
1709380545.5050006,182,0.9078999757766724
1709380719.2987158,183,0.9107000231742859
1709380893.0270665,184,0.9074000120162964
1709381067.0579166,185,0.9100000262260437
1709381241.3644235,186,0.9093999862670898
1709381415.6563742,187,0.909500002861023
1709381589.9205277,188,0.9100000262260437
1709381764.1038275,189,0.9088000059127808
1709381938.30789,190,0.9085000157356262
1709382112.501634,191,0.9100000262260437
1709382286.7155786,192,0.9107000231742859
1709382460.9376519,193,0.9096999764442444
1709382635.1588333,194,0.9068999886512756
1709382809.3205538,195,0.9057999849319458
1709382983.490165,196,0.909600019454956
1709383157.6018965,197,0.9097999930381775
1709383331.7784188,198,0.909500002861023
1709383505.9468722,199,0.9099000096321106
