Wall time,Step,Value
1703245260.433489,0,11.557551383972168
1703245374.7912176,1,8.912178039550781
1703245489.167378,2,7.483524799346924
1703245603.3268893,3,6.48495626449585
1703245717.4566648,4,5.840868949890137
1703245831.6952007,5,5.31105375289917
1703245945.9404285,6,4.920180320739746
1703246060.1379337,7,4.57900857925415
1703246174.3981502,8,4.2883429527282715
1703246288.5665147,9,4.033563137054443
1703246402.8630953,10,3.827622175216675
1703246517.0475497,11,3.6399617195129395
1703246631.3527646,12,3.525144100189209
1703246745.499415,13,3.3183348178863525
1703246859.669188,14,3.240494728088379
1703246973.8360605,15,3.1046807765960693
1703247087.9591317,16,3.0216877460479736
1703247202.1509778,17,2.8894338607788086
1703247316.229659,18,2.7996602058410645
1703247430.4007735,19,2.7262282371520996
1703247544.8095534,20,2.681735038757324
1703247658.989339,21,2.6094775199890137
1703247773.3248038,22,2.548020839691162
1703247887.6129482,23,2.459979772567749
1703248001.8095036,24,2.427579402923584
1703248115.9015353,25,2.3402016162872314
1703248230.1332192,26,2.3191030025482178
1703248344.3510075,27,2.217728853225708
1703248458.5562506,28,2.211408853530884
1703248572.8545961,29,2.1450915336608887
1703248687.1225374,30,2.093468189239502
1703248801.511461,31,2.064500093460083
1703248915.737873,32,1.9991858005523682
1703249029.875412,33,1.984997272491455
1703249144.0727947,34,1.9541372060775757
1703249258.396484,35,1.9125289916992188
1703249372.6423922,36,1.851122498512268
1703249486.786537,37,1.842142105102539
1703249600.8789878,38,1.8076205253601074
1703249715.0820637,39,1.7797712087631226
1703249829.425727,40,1.7246280908584595
1703249943.8478873,41,1.7158489227294922
1703250057.9848735,42,1.7097015380859375
1703250172.2196221,43,1.6623306274414062
1703250286.3821533,44,1.642011046409607
1703250400.456697,45,1.6086229085922241
1703250514.6279671,46,1.5929017066955566
1703250628.9082696,47,1.5538232326507568
1703250743.1131952,48,1.5317623615264893
1703250857.244254,49,1.538117527961731
1703250971.6268456,50,1.5160117149353027
1703251085.7876515,51,1.450103759765625
1703251200.1161208,52,1.462618350982666
1703251314.3145545,53,1.440310001373291
1703251428.511898,54,1.410098910331726
1703251542.7504506,55,1.3713665008544922
1703251656.8541439,56,1.3372594118118286
1703251771.016585,57,1.323808193206787
1703251885.1302314,58,1.3307433128356934
1703251999.3494704,59,1.3071542978286743
1703252113.5397892,60,1.2902103662490845
1703252227.88155,61,1.267998218536377
1703252342.210801,62,1.2472724914550781
1703252456.3254986,63,1.2384555339813232
1703252570.678068,64,1.2297886610031128
1703252684.773484,65,1.218306541442871
1703252798.8565269,66,1.1844528913497925
1703252913.0845983,67,1.1948524713516235
1703253027.36916,68,1.163687825202942
1703253141.6060348,69,1.1291849613189697
1703253255.7170427,70,1.1209561824798584
1703253369.933376,71,1.1188576221466064
1703253484.034866,72,1.1005985736846924
1703253598.2129164,73,1.0757906436920166
1703253712.4766605,74,1.0521245002746582
1703253826.7720814,75,1.0349947214126587
1703253941.0242705,76,1.0431296825408936
1703254055.0401688,77,1.0245565176010132
1703254169.2660053,78,0.9817494750022888
1703254283.506901,79,0.9762548208236694
1703254397.6028063,80,0.9656215310096741
1703254511.736594,81,0.9769340753555298
1703254626.09403,82,0.9357584118843079
1703254740.4000256,83,0.9162684082984924
1703254854.5905929,84,0.9235470294952393
1703254968.7819102,85,0.894714891910553
1703255083.0871162,86,0.888532280921936
1703255197.4106162,87,0.8860647082328796
1703255311.5752256,88,0.8709426522254944
1703255425.6600404,89,0.8390278816223145
1703255539.9215426,90,0.8571837544441223
